CustomerID,Price,Frequency,Basket_Size,Recency,Amount_Spent_per_Visit,RMF Cluster
13475,1431.78,4,253,191,357.94,3
13476,1238.47,2,208,178,619.23,1
13477,1454.58,6,170,37,242.43,3
13479,300.95,2,67,200,150.47,1
13481,1804.56,5,228,45,360.91,3
13482,184.64,1,116,232,184.64,1
13483,140.34,1,160,65,140.34,0
13484,313.8,1,44,241,313.8,1
13485,454.24,1,277,233,454.24,1
13486,1122.41,3,223,78,374.14,3
13487,575.4,3,88,57,191.8,0
13489,449.52,4,140,105,112.38,3
13491,1215.82,10,90,51,121.58,2
13492,1269.84,3,136,136,423.28,3
13493,498.63,2,188,275,249.32,1
13494,316.26,1,162,311,316.26,1
13495,2044.87,5,165,7,408.97,2
13496,653.33,2,170,10,326.67,0
13497,348.05,2,81,282,174.02,1
13499,1159.11,5,273,17,231.82,3
13500,1166.77,3,203,23,388.92,3
13501,1340.32,1,560,288,1340.32,1
13502,292.0,3,88,16,97.33,0
13503,216.85,1,248,71,216.85,0
13504,295.93,1,178,64,295.93,0
13506,458.52,2,162,316,229.26,1
13507,2479.16,4,399,3,619.79,2
13508,110.97,1,24,243,110.97,1
13509,964.72,6,184,8,160.79,3
13510,1791.56,4,346,1,447.89,3
13512,251.21,1,143,260,251.21,1
13513,205.1,1,109,126,205.1,0
13514,152.2,1,40,73,152.2,0
13515,891.12,4,170,72,222.78,3
13516,1389.41,3,328,21,463.14,3
13517,2128.42,3,456,59,709.47,3
13518,659.44,1,392,85,659.44,0
13519,122.75,1,23,78,122.75,0
13520,2984.35,6,272,58,497.39,2
13521,1092.39,3,244,1,364.13,3
13522,125.8,1,44,30,125.8,0
13524,680.18,5,64,40,136.04,3
13525,628.78,2,197,14,314.39,0
13527,2287.51,7,241,33,326.79,2
13529,307.76,2,37,78,153.88,0
13531,483.8,2,87,205,241.9,1
13532,210.31,1,129,33,210.31,0
13533,270.79,3,68,182,90.26,1
13536,3448.29,7,305,1,492.61,2
13538,1280.85,7,25,43,182.98,3
13539,631.34,3,106,85,210.45,0
13544,291.41,2,63,39,145.7,0
13546,626.99,3,119,12,209.0,0
13548,682.41,2,220,96,341.2,0
13549,918.2,7,65,25,131.17,3
13551,91.8,1,12,319,91.8,1
13557,584.06,2,273,28,292.03,0
13558,605.06,4,86,5,151.26,3
13560,174.37,1,64,7,174.37,0
13561,141.86,1,83,215,141.86,1
13562,1799.33,3,252,81,599.78,3
13563,777.53,2,104,84,388.76,0
13564,1198.38,2,330,354,599.19,1
13565,240.22,2,86,19,120.11,0
13566,874.71,2,287,40,437.35,0
13568,192.85,1,70,173,192.85,1
13569,372.25,2,81,17,186.12,0
13570,239.49,1,161,243,239.49,1
13572,1384.25,1,534,205,1384.25,1
13573,294.4,2,151,50,147.2,0
13575,732.07,5,89,23,146.41,3
13577,1687.6,4,197,25,421.9,3
13579,467.04,2,88,14,233.52,0
13581,118.0,1,30,309,118.0,1
13583,781.03,1,725,155,781.03,0
13584,142.4,1,37,306,142.4,1
13587,712.4,1,180,63,712.4,0
13588,2478.95,9,289,15,275.44,2
13589,379.65,2,57,14,189.82,0
13590,1981.92,6,308,11,330.32,2
13591,1117.13,3,161,64,372.38,3
13592,247.96,4,21,35,61.99,0
13593,2037.08,5,146,108,407.42,3
13594,396.97,1,359,52,396.97,0
13596,697.04,2,203,5,348.52,0
13598,180.17,1,58,47,180.17,0
13600,219.52,1,324,312,219.52,1
13601,693.32,2,274,45,346.66,0
13602,428.89,1,267,64,428.89,0
13603,164.34,1,164,26,164.34,0
13606,280.54,3,93,29,93.51,0
13607,678.01,1,290,40,678.01,0
13610,1131.88,7,73,12,161.7,3
13611,1171.8,3,255,89,390.6,3
13614,1610.46,4,142,24,402.61,3
13615,417.69,1,189,318,417.69,1
13617,544.18,3,100,40,181.39,0
13618,177.34,1,246,173,177.34,1
13621,213.85,1,343,116,213.85,0
13623,747.78,5,58,30,149.56,3
13626,257.23,1,209,252,257.23,1
13627,1638.47,5,253,59,327.69,3
13630,2031.78,7,198,5,290.25,2
13631,3070.42,11,42,99,279.13,2
13632,2121.27,5,207,24,424.25,2
13634,1575.16,5,140,33,315.03,3
13635,1071.03,1,677,67,1071.03,0
13636,949.12,5,118,36,189.82,3
13637,809.25,3,136,52,269.75,3
13638,122.64,1,93,15,122.64,0
13639,1033.34,1,800,74,1033.34,0
13642,354.8,1,173,215,354.8,1
13643,519.44,3,91,31,173.15,0
13644,2624.26,4,516,16,656.06,2
13645,252.1,1,158,120,252.1,0
13647,1678.12,4,223,9,419.53,3
13649,346.6,2,69,256,173.3,1
13650,1836.34,6,153,16,306.06,2
13651,79.2,1,32,39,79.2,0
13652,1095.08,3,192,45,365.03,3
13654,2707.33,6,363,43,451.22,2
13655,932.97,2,302,114,466.48,0
13656,379.65,2,245,164,189.82,1
13657,382.14,2,104,10,191.07,0
13658,2639.17,5,203,9,527.83,2
13659,1573.2,2,447,205,786.6,1
13662,897.76,3,181,85,299.25,3
13663,189.47,1,91,179,189.47,1
13666,84.65,3,13,60,28.22,0
13667,305.02,1,154,149,305.02,0
13669,218.55,2,118,50,109.28,0
13670,349.7,1,282,75,349.7,0
13672,186.39,2,28,301,93.2,1
13673,396.92,2,59,18,198.46,0
13675,486.82,2,165,151,243.41,0
13678,232.6,1,924,151,232.6,0
13681,827.83,4,90,17,206.96,3
13682,59.5,1,10,187,59.5,1
13684,67.23,1,39,285,67.23,1
13685,3119.44,7,722,2,445.63,2
13686,72.0,1,70,182,72.0,1
13689,910.0,1,512,63,910.0,0
13690,172.25,1,67,59,172.25,0
13692,1488.32,3,408,24,496.11,3
13697,151.3,1,177,38,151.3,0
13699,308.58,1,66,155,308.58,0
13700,2265.12,10,230,26,226.51,2
13703,99.5,1,10,318,99.5,1
13704,2308.06,9,170,5,256.45,2
13705,711.86,3,121,7,237.29,0
13706,330.79,1,189,302,330.79,1
13707,806.41,2,175,267,403.2,1
13708,294.88,1,305,271,294.88,1
13710,180.48,1,176,31,180.48,0
13711,252.06,2,70,218,126.03,1
13712,228.84,1,352,246,228.84,1
13715,1079.34,5,112,281,215.87,1
13716,138.28,1,138,269,138.28,1
13717,1445.01,6,326,32,240.83,3
13718,306.55,2,86,246,153.28,1
13719,1041.68,5,121,15,208.34,3
13720,799.9,4,125,116,199.98,3
13721,524.14,1,316,36,524.14,0
13722,2375.41,3,467,131,791.8,3
13723,199.85,1,43,217,199.85,1
13725,1980.56,8,100,49,247.57,2
13726,1079.66,2,527,38,539.83,0
13727,333.48,2,81,28,166.74,0
13728,1016.14,6,76,36,169.36,3
13730,752.6,2,244,135,376.3,0
13731,610.59,2,139,219,305.29,1
13732,491.86,1,498,28,491.86,0
13735,2885.24,4,282,24,721.31,2
13736,731.9,2,248,5,365.95,0
13737,339.6,1,125,200,339.6,1
13739,216.9,1,54,18,216.9,0
13740,350.75,1,425,240,350.75,1
13741,668.43,3,72,71,222.81,0
13743,1341.6,7,253,2,191.66,2
13744,1156.36,2,624,95,578.18,3
13745,300.04,1,496,162,300.04,1
13747,79.6,1,8,373,79.6,1
13748,948.25,5,87,95,189.65,3
13750,1647.26,5,103,53,329.45,3
13751,296.25,1,152,288,296.25,1
13752,1186.28,6,146,124,197.71,3
13753,741.26,1,512,287,741.26,1
13754,282.6,2,107,151,141.3,0
13755,2161.35,9,140,3,240.15,2
13758,3190.55,7,263,11,455.79,2
13759,659.41,2,143,33,329.7,0
13760,286.79,2,98,54,143.4,0
13761,1070.65,2,321,50,535.32,0
13762,306.72,1,272,218,306.72,1
13763,1714.96,1,728,63,1714.96,3
13764,1518.76,3,309,70,506.25,3
13769,2796.51,10,116,2,279.65,2
13771,2634.45,4,369,64,658.61,2
13772,1132.13,3,182,33,377.38,3
13774,345.0,1,192,81,345.0,0
13778,178.7,1,70,103,178.7,0
13780,360.01,2,159,7,180.01,0
13781,127.84,1,30,250,127.84,1
13782,912.0,6,61,12,152.0,3
13784,2462.79,11,226,9,223.89,2
13786,230.4,1,136,367,230.4,1
13787,309.04,2,168,75,154.52,0
13790,348.8,1,748,4,348.8,0
13791,1516.0,2,600,127,758.0,3
13792,195.55,2,46,66,97.78,0
13799,688.86,2,201,116,344.43,0
13800,558.32,1,331,309,558.32,1
13801,324.8,1,168,66,324.8,0
13803,277.07,1,121,255,277.07,1
13804,2635.79,7,214,30,376.54,2
13805,924.6,2,950,52,462.3,0
13806,256.38,1,56,63,256.38,0
13807,112.6,1,36,367,112.6,1
13808,1747.66,5,156,5,349.53,3
13809,155.05,1,29,305,155.05,1
13810,827.51,2,153,28,413.75,0
13811,519.75,2,31,183,259.88,1
13812,485.0,3,110,42,161.67,0
13813,1168.86,4,135,39,292.21,3
13814,1579.12,2,432,92,789.56,3
13816,499.67,2,132,23,249.84,0
13817,328.98,2,104,29,164.49,0
13819,1140.35,3,369,301,380.12,1
13821,385.64,2,76,144,192.82,0
13822,632.0,2,305,5,316.0,0
13823,957.66,2,219,18,478.83,0
13824,1698.94,5,153,32,339.79,3
13826,189.5,1,82,176,189.5,1
13827,412.05,3,47,57,137.35,0
13828,209.49,1,311,22,209.49,0
13831,2202.99,6,124,16,367.16,2
13832,52.2,1,28,19,52.2,0
13833,384.8,1,118,159,384.8,1
13835,834.57,4,110,25,208.64,3
13837,271.24,2,91,211,135.62,1
13838,691.73,4,65,5,172.93,3
13841,85.0,1,100,252,85.0,1
13842,3385.62,9,196,58,376.18,2
13844,361.62,1,196,11,361.62,0
13845,312.98,1,182,64,312.98,0
13846,865.06,3,129,24,288.35,3
13848,1255.0,3,1233,92,418.33,3
13849,1537.95,2,508,51,768.97,3
13850,1595.48,1,944,129,1595.48,3
13851,2651.46,3,568,95,883.82,3
13853,1090.14,1,312,57,1090.14,0
13856,388.5,3,164,168,129.5,1
13858,216.17,1,75,57,216.17,0
13859,201.16,1,129,326,201.16,1
13860,1245.9,5,118,1,249.18,3
13862,2209.36,8,211,18,276.17,2
13863,305.78,1,224,247,305.78,1
13865,501.56,4,51,58,125.39,3
13866,145.67,1,57,74,145.67,0
13867,1015.29,3,171,31,338.43,3
13868,3192.54,2,982,7,1596.27,2
13869,3104.95,4,430,123,776.24,2
13870,2770.94,8,165,2,346.37,2
13873,389.6,3,46,119,129.87,0
13874,540.45,1,180,358,540.45,1
13875,1786.79,5,263,53,357.36,3
13876,122.7,1,36,63,122.7,0
13877,117.24,1,108,86,117.24,0
13878,1281.53,1,475,54,1281.53,0
13882,1191.13,5,190,2,238.23,3
13883,2674.48,5,287,10,534.9,2
13884,787.6,5,60,7,157.52,3
13885,506.8,2,91,189,253.4,1
13886,243.56,1,126,71,243.56,0
13887,349.55,1,147,204,349.55,1
13888,605.63,2,129,119,302.81,0
13889,416.9,1,146,92,416.9,0
13890,1883.81,10,83,1,188.38,2
13892,632.97,4,245,26,158.24,3
13893,821.1,1,190,297,821.1,1
13894,564.62,3,118,23,188.21,0
13895,2593.07,4,341,28,648.27,2
13897,311.16,1,200,50,311.16,0
13898,155.93,1,133,325,155.93,1
13899,388.52,2,78,16,194.26,0
13900,740.95,3,143,183,246.98,1
13901,2867.2,5,347,72,573.44,2
13904,332.64,2,166,37,166.32,0
13908,2319.55,4,369,79,579.89,3
13911,2580.91,9,303,57,286.77,2
13914,626.45,2,190,11,313.22,0
13917,272.04,2,114,49,136.02,0
13918,1212.84,2,570,49,606.42,3
13919,348.81,2,236,59,174.4,0
13922,172.25,1,93,351,172.25,1
13923,351.13,1,185,53,351.13,0
13924,1838.85,6,262,1,306.47,2
13925,678.25,4,82,92,169.56,3
13926,223.85,1,104,23,223.85,0
13927,348.99,1,214,74,348.99,0
13928,464.57,4,32,10,116.14,3
13929,842.65,2,71,169,421.32,1
13930,337.34,2,137,57,168.67,0
13931,1237.53,2,362,95,618.77,3
13932,307.4,1,72,294,307.4,1
13933,608.79,2,102,109,304.39,0
13934,922.1,1,390,263,922.1,1
13936,376.58,1,330,179,376.58,1
13937,158.85,1,123,169,158.85,1
13938,71.66,1,70,35,71.66,0
13939,568.55,3,282,23,189.52,0
13940,839.14,4,129,17,209.78,3
13946,561.57,3,147,79,187.19,0
13947,90.6,1,44,65,90.6,0
13948,102.0,1,40,360,102.0,1
13949,2427.32,6,412,2,404.55,2
13950,745.06,4,80,11,186.26,3
13951,674.45,3,153,176,224.82,1
13952,3251.07,2,715,217,1625.53,2
13953,3515.68,7,389,7,502.24,2
13954,439.92,2,75,1,219.96,0
13955,322.96,2,77,154,161.48,0
13956,1026.42,5,98,5,205.28,3
13959,598.2,3,119,79,199.4,0
13960,230.22,2,71,21,115.11,0
13962,169.55,2,43,21,84.77,0
13963,664.54,4,115,308,166.13,1
13967,80.7,1,42,145,80.7,0
13971,2758.26,8,230,18,344.78,2
13972,190.25,2,93,70,95.12,0
13973,264.7,1,109,287,264.7,1
13974,413.59,1,249,49,413.59,0
13975,2526.28,6,288,31,421.05,2
13976,357.98,1,154,206,357.98,1
13978,196.79,2,157,14,98.39,0
13979,869.87,1,639,73,869.87,0
13980,200.14,1,172,60,200.14,0
13982,1871.81,4,284,39,467.95,3
13984,920.51,5,135,26,184.1,3
13986,320.46,1,430,17,320.46,0
13989,1266.08,2,656,65,633.04,3
13990,311.3,1,190,213,311.3,1
13991,854.97,6,166,12,142.49,3
13992,76.8,1,64,30,76.8,0
13993,3466.36,9,100,42,385.15,2
13994,2313.14,6,156,3,385.52,2
13995,1393.69,5,175,15,278.74,3
14000,635.66,1,710,211,635.66,1
14001,2043.08,3,320,45,681.03,3
14002,529.73,2,438,134,264.86,0
14005,2874.72,5,495,9,574.94,2
14006,962.19,3,213,115,320.73,3
14009,695.61,2,182,198,347.8,1
14012,328.8,1,160,277,328.8,1
14013,473.02,3,154,110,157.67,0
14014,505.18,1,1076,77,505.18,0
14015,917.34,1,378,52,917.34,0
14019,1421.61,3,345,46,473.87,3
14020,642.8,2,220,16,321.4,0
14021,631.9,3,64,155,210.63,0
14022,440.0,1,487,225,440.0,1
14023,584.07,2,172,7,292.03,0
14024,327.7,2,75,121,163.85,0
14027,104.82,1,62,60,104.82,0
14029,467.66,2,99,63,233.83,0
14030,2360.09,8,184,18,295.01,2
14032,2975.59,11,184,2,270.51,2
14034,651.82,3,141,22,217.27,0
14035,1428.02,5,147,28,285.6,3
14036,626.65,1,268,284,626.65,1
14037,147.2,2,23,176,73.6,1
14038,1560.38,3,321,78,520.13,3
14039,152.2,1,92,33,152.2,0
14041,141.41,1,94,266,141.41,1
14044,652.82,4,77,26,163.2,3
14045,1659.75,4,133,109,414.94,3
14046,151.59,1,443,284,151.59,1
14047,1308.61,5,76,8,261.72,3
14048,409.93,1,288,305,409.93,1
14050,746.36,2,344,31,373.18,0
14052,225.36,1,89,19,225.36,0
14053,260.25,2,107,124,130.12,0
14054,92.46,1,62,65,92.46,0
14055,725.64,1,216,106,725.64,0
14059,183.6,1,128,266,183.6,1
14064,1353.74,5,357,29,270.75,3
14066,152.55,1,45,266,152.55,1
14067,374.7,2,180,63,187.35,0
14068,265.85,1,73,320,265.85,1
14071,1424.0,8,119,3,178.0,2
14073,151.04,1,130,32,151.04,0
14075,942.26,3,251,4,314.09,3
14076,122.47,1,81,129,122.47,0
14077,499.42,5,53,40,99.88,3
14078,1049.37,6,51,101,174.89,3
14079,375.1,1,301,124,375.1,0
14080,45.6,1,48,32,45.6,0
14081,934.52,2,298,302,467.26,1
14082,182.25,1,110,364,182.25,1
14083,1018.43,9,81,4,113.16,2
14087,194.42,1,251,2,194.42,0
14089,161.0,1,134,56,161.0,0
14090,76.32,1,72,324,76.32,1
14093,442.85,1,406,12,442.85,0
14098,147.35,1,104,36,147.35,0
14099,3104.17,11,198,16,282.2,2
14100,194.9,1,64,137,194.9,0
14102,1360.28,5,192,5,272.06,3
14104,216.21,2,36,154,108.11,0
14105,1266.23,1,800,239,1266.23,1
14107,2703.23,7,256,51,386.18,2
14108,597.91,2,190,30,298.95,0
14109,144.2,1,88,72,144.2,0
14111,692.85,4,114,14,173.21,3
14112,2915.15,7,235,22,416.45,2
14113,1840.42,4,186,3,460.1,3
14114,386.53,2,50,273,193.27,1
14116,1382.74,5,141,19,276.55,3
14117,90.0,1,72,143,90.0,0
14121,2780.15,4,520,3,695.04,2
14124,419.58,1,1618,84,419.58,0
14125,2740.43,3,546,10,913.48,2
14126,706.13,3,169,7,235.38,0
14127,709.71,3,107,122,236.57,0
14128,637.5,2,282,60,318.75,0
14129,1123.86,5,118,1,224.77,3
14130,483.86,1,258,319,483.86,1
14132,3586.03,11,306,2,326.0,2
14133,605.64,3,116,129,201.88,0
14138,982.38,2,305,1,491.19,0
14139,415.82,1,510,46,415.82,0
14140,935.05,2,405,3,467.52,0
14141,915.13,4,88,2,228.78,3
14142,311.81,1,313,373,311.81,1
14143,115.8,1,30,133,115.8,0
14147,483.4,2,54,78,241.7,0
14148,157.2,1,16,233,157.2,1
14149,446.62,1,218,220,446.62,1
14150,658.64,2,248,35,329.32,0
14152,621.29,2,355,75,310.64,0
14154,1345.62,2,232,239,672.81,1
14155,118.75,1,25,266,118.75,1
14157,432.88,2,142,19,216.44,0
14158,507.66,1,781,40,507.66,0
14161,1110.52,3,151,215,370.17,1
14162,289.36,2,71,173,144.68,1
14163,2445.91,4,223,87,611.48,2
14164,1631.77,2,516,70,815.88,3
14165,122.54,1,54,275,122.54,1
14167,574.84,4,37,39,143.71,3
14171,363.79,1,167,98,363.79,0
14173,450.84,4,37,10,112.71,3
14174,134.46,1,94,33,134.46,0
14175,3222.3,3,505,59,1074.1,2
14176,576.9,4,52,297,144.22,1
14177,559.41,4,51,86,139.85,3
14178,1600.93,7,214,8,228.7,2
14179,719.78,2,165,40,359.89,0
14184,452.89,1,127,66,452.89,0
14185,197.65,1,6,331,197.65,1
14188,2054.36,6,193,30,342.39,2
14193,853.39,2,222,67,426.69,0
14195,1012.0,2,380,201,506.0,1
14196,335.52,1,142,106,335.52,0
14198,701.4,4,72,18,175.35,3
14199,185.4,1,28,218,185.4,1
14201,747.44,7,84,60,106.78,3
14204,161.03,1,82,2,161.03,0
14205,466.7,2,102,16,233.35,0
14206,328.16,1,276,239,328.16,1
14208,151.74,1,114,94,151.74,0
14209,2073.43,6,115,10,345.57,2
14210,1905.84,6,126,105,317.64,2
14211,2241.1,9,138,53,249.01,2
14212,1070.48,1,1152,89,1070.48,0
14214,1004.38,5,150,30,200.88,3
14215,1789.72,6,226,11,298.29,2
14216,1839.3,4,148,3,459.82,3
14218,169.48,1,160,42,169.48,0
14219,89.94,1,78,4,89.94,0
14220,632.4,2,136,247,316.2,1
14221,3432.8,9,243,42,381.42,2
14222,683.17,1,607,177,683.17,1
14223,991.13,3,195,92,330.38,3
14224,1050.12,4,128,110,262.53,3
14226,2232.19,5,261,28,446.44,2
14227,3350.96,10,182,26,335.1,2
14229,1547.2,3,203,51,515.73,3
14231,925.71,3,136,183,308.57,1
14232,2048.07,5,388,42,409.61,2
14233,1462.72,4,170,49,365.68,3
14234,775.46,4,240,22,193.86,3
14235,3144.86,5,391,75,628.97,2
14236,490.86,2,155,80,245.43,0
14237,161.0,1,38,373,161.0,1
14238,146.85,1,111,326,146.85,1
14239,2380.85,11,90,43,216.44,2
14240,890.34,2,209,30,445.17,0
14241,213.7,1,146,183,213.7,1
14242,280.55,2,61,234,140.28,1
14243,2588.77,10,122,8,258.88,2
14245,1693.45,2,488,219,846.72,1
14246,1474.06,3,268,110,491.35,3
14247,136.77,1,47,278,136.77,1
14248,302.58,1,102,318,302.58,1
14250,1904.05,3,400,7,634.68,3
14251,2879.7,5,334,1,575.94,2
14256,969.06,2,207,260,484.53,1
14257,3099.72,5,336,64,619.94,2
14259,120.0,1,68,141,120.0,0
14261,1163.45,2,203,50,581.73,3
14262,2618.23,8,205,8,327.28,2
14264,333.97,2,35,154,166.98,0
14265,530.18,2,165,109,265.09,0
14267,1516.24,3,176,162,505.41,3
14270,492.65,1,197,331,492.65,1
14271,112.32,1,88,225,112.32,1
14272,437.96,2,299,73,218.98,0
14273,559.97,4,66,51,139.99,3
14276,1119.74,3,248,98,373.25,3
14280,134.04,1,52,196,134.04,1
14284,595.25,2,80,30,297.62,0
14285,1910.01,4,135,21,477.5,3
14287,176.63,3,87,8,58.88,0
14288,426.6,1,188,213,426.6,1
14289,911.26,6,48,8,151.88,3
14290,2314.65,5,183,11,462.93,2
14293,1046.56,4,177,3,261.64,3
14295,166.2,1,84,40,166.2,0
14297,1305.33,4,216,17,326.33,3
14300,43.2,1,32,18,43.2,0
14301,640.14,1,606,117,640.14,0
14304,383.45,1,139,222,383.45,1
14305,1858.96,3,363,71,619.65,3
14306,2093.32,2,537,51,1046.66,3
14307,2995.72,6,343,88,499.29,2
14309,2352.53,9,181,8,261.39,2
14311,310.26,1,146,242,310.26,1
14312,1611.59,6,168,46,268.6,3
14314,120.0,1,296,106,120.0,0
14315,2481.13,6,170,44,413.52,2
14317,508.58,1,255,64,508.58,0
14320,477.79,2,162,206,238.89,1
14321,1530.75,5,481,10,306.15,3
14323,605.06,2,175,114,302.53,0
14326,183.85,1,103,242,183.85,1
14327,311.65,1,139,163,311.65,1
14331,462.66,2,126,124,231.33,0
14332,866.31,3,160,22,288.77,3
14333,415.2,1,58,67,415.2,0
14334,2552.21,8,216,16,319.03,2
14335,468.26,2,189,16,234.13,0
14336,1614.91,4,439,16,403.73,3
14338,588.22,2,167,161,294.11,1
14339,309.52,1,168,242,309.52,1
14340,134.7,1,58,218,134.7,1
14341,2182.28,8,175,45,272.78,2
14342,668.56,4,86,21,167.14,3
14344,889.93,8,59,127,111.24,3
14345,108.98,1,50,38,108.98,0
14346,1021.58,2,302,120,510.79,0
14348,409.57,1,183,260,409.57,1
14349,133.5,1,86,10,133.5,0
14350,282.93,1,183,274,282.93,1
14351,51.0,1,12,164,51.0,1
14352,1078.96,4,134,157,269.74,3
14353,90.6,1,64,215,90.6,1
14354,163.62,2,105,5,81.81,0
14355,174.4,1,92,365,174.4,1
14356,701.23,2,138,79,350.61,0
14357,225.77,1,148,43,225.77,0
14359,912.18,3,123,19,304.06,3
14360,2128.23,4,287,31,532.06,3
14362,161.2,1,100,22,161.2,0
14368,155.0,1,36,319,155.0,1
14371,100.5,1,34,295,100.5,1
14373,76.55,1,17,358,76.55,1
14375,257.68,1,194,185,257.68,1
14377,617.05,2,109,191,308.52,1
14379,348.1,2,146,44,174.05,0
14381,202.68,1,146,52,202.68,0
14382,626.07,1,1237,26,626.07,0
14383,1247.69,3,272,38,415.9,3
14385,202.11,3,53,9,67.37,0
14386,142.4,1,54,296,142.4,1
14387,1770.56,3,273,32,590.19,3
14388,3212.84,8,242,10,401.6,2
14389,1043.46,2,364,65,521.73,0
14393,67.95,1,13,218,67.95,1
14395,3507.71,9,188,2,389.75,2
14396,487.99,2,112,65,243.99,0
14400,574.7,1,454,149,574.7,0
14403,1475.81,4,129,130,368.95,3
14404,1474.32,6,139,33,245.72,3
14406,156.75,1,77,119,156.75,0
14407,2142.73,5,282,107,428.55,2
14408,2606.53,7,230,10,372.36,2
14409,2059.45,6,205,71,343.24,2
14410,1104.07,9,63,92,122.67,2
14411,1063.0,1,196,310,1063.0,1
14412,770.03,2,393,42,385.02,0
14413,122.7,1,68,362,122.7,1
14414,1496.98,7,358,91,213.85,2
14416,490.22,2,163,22,245.11,0
14418,1937.25,3,570,3,645.75,3
14419,1058.06,6,81,10,176.34,3
14420,387.52,1,334,99,387.52,0
14421,813.11,2,182,57,406.55,0
14423,265.2,1,120,218,265.2,1
14424,322.08,1,48,17,322.08,0
14427,363.34,2,114,50,181.67,0
14428,1244.83,5,87,7,248.97,3
14431,470.36,1,130,302,470.36,1
14432,2255.51,6,345,9,375.92,2
14434,1372.8,6,61,21,228.8,3
14436,89.06,1,129,98,89.06,0
14437,63.0,1,60,365,63.0,1
14438,131.9,1,82,306,131.9,1
14439,2661.24,1,526,319,2661.24,1
14440,2357.68,5,117,8,471.54,2
14441,1712.89,4,111,0,428.22,3
14442,1589.82,2,241,204,794.91,1
14443,1420.2,4,234,53,355.05,3
14446,1034.78,4,218,0,258.69,3
14447,1163.23,5,114,18,232.65,3
14448,375.35,2,52,9,187.67,0
14449,907.1,4,189,18,226.77,3
14450,483.25,3,80,180,161.08,1
14451,662.59,2,194,60,331.29,0
14452,264.44,2,59,10,132.22,0
14453,119.93,1,49,190,119.93,1
14456,3059.44,9,319,5,339.94,2
14457,113.64,1,88,310,113.64,1
14459,1837.92,1,760,155,1837.92,3
14460,434.34,3,293,110,144.78,0
14461,2102.67,3,255,148,700.89,3
14462,1999.02,11,87,66,181.73,2
14463,529.62,3,59,98,176.54,0
14465,1058.62,3,135,246,352.87,1
14466,2272.4,7,143,29,324.63,2
14467,598.76,4,69,17,149.69,3
14470,461.19,2,96,11,230.59,0
14472,1936.84,8,145,103,242.1,2
14473,234.34,2,44,74,117.17,0
14474,547.66,1,140,46,547.66,0
14475,925.85,3,149,71,308.62,3
14476,215.7,1,132,257,215.7,1
14477,1309.6,4,180,19,327.4,3
14479,316.25,2,58,253,158.13,1
14480,279.05,1,143,11,279.05,0
14481,636.51,2,244,164,318.26,1
14482,2068.15,6,274,18,344.69,2
14483,137.1,1,97,281,137.1,1
14484,321.92,1,210,50,321.92,0
14485,165.75,1,71,38,165.75,0
14487,1196.33,6,122,26,199.39,3
14488,1064.28,1,799,67,1064.28,0
14489,463.38,1,299,207,463.38,1
14491,340.93,2,69,175,170.46,1
14493,2383.24,5,257,7,476.65,2
14494,139.56,1,92,25,139.56,0
14495,123.8,2,31,50,61.9,0
14496,538.81,2,79,311,269.41,1
14497,475.37,1,235,309,475.37,1
14498,1957.32,5,219,42,391.46,3
14499,815.32,3,167,26,271.77,3
14500,356.85,3,39,88,118.95,0
14501,251.21,2,80,183,125.61,1
14502,2467.63,11,134,19,224.33,2
14503,3543.26,6,334,3,590.54,2
14504,673.26,4,77,47,168.31,3
14506,2012.17,5,146,17,402.43,2
14507,1383.18,6,100,23,230.53,3
14508,276.42,2,65,22,138.21,0
14511,1314.81,5,156,11,262.96,3
14512,275.28,2,61,187,137.64,1
14513,455.59,3,120,100,151.86,0
14514,1055.35,3,196,61,351.78,3
14515,2102.09,6,189,17,350.35,2
14517,330.45,2,45,33,165.22,0
14518,174.37,1,278,64,174.37,0
14520,270.6,2,73,1,135.3,0
14522,974.54,4,131,24,243.63,3
14523,241.09,1,251,108,241.09,0
14524,1867.68,9,75,31,207.52,2
14528,364.22,1,278,37,364.22,0
14529,620.04,3,116,60,206.68,0
14530,2925.91,6,235,25,487.65,2
14532,932.85,4,71,236,233.21,1
14533,1949.72,7,574,24,278.53,2
14535,2864.19,3,610,60,954.73,2
14536,171.8,1,40,259,171.8,1
14537,355.56,1,120,57,355.56,0
14538,388.25,2,77,64,194.13,0
14539,537.48,2,214,15,268.74,0
14540,996.26,3,140,9,332.09,3
14541,1461.65,8,80,58,182.71,2
14542,103.25,1,19,185,103.25,1
14544,2024.45,2,771,24,1012.22,3
14546,2578.09,5,263,5,515.62,2
14548,652.8,2,128,150,326.4,0
14549,289.24,1,136,311,289.24,1
14550,765.62,2,197,10,382.81,0
14551,186.23,2,53,18,93.11,0
14552,165.07,1,91,151,165.07,0
14553,859.27,5,98,19,171.85,3
14554,2381.04,4,369,10,595.26,2
14555,324.14,2,65,57,162.07,0
14557,788.38,1,510,85,788.38,0
14561,1080.76,3,338,75,360.25,3
14565,2949.12,4,384,95,737.28,2
14566,1432.0,1,800,110,1432.0,0
14567,1530.36,2,206,56,765.18,3
14569,227.39,1,79,1,227.39,0
14570,217.21,2,47,280,108.6,1
14572,2832.84,7,204,3,404.69,2
14573,1653.42,9,60,179,183.71,2
14576,35.4,1,12,372,35.4,1
14577,859.71,4,88,12,214.93,3
14578,168.63,1,240,3,168.63,0
